customer_id,signup_date,region,loyalty_tier,email
C100139,02/18/2022,South,Bronze,user139@example.com
C100140,06/28/2023,Central,Silver,user140@example.com
C100141,04/06/2022,East,Silver,user141@example.com
C100142,04/28/2023,North,Gold,user142@example.com
C100143,03/09/2023,East,Bronze,user143@example.com
C100144,10/11/2022,South,Gold,user144@example.com
C100145,07/21/2022,North,Silver,user145@example.com
C100146,11/10/2022,East,Gold,user146@example.com
C100147,01/09/2022,North,Silver,user147@example.com
C100148,12/12/2022,North,Silver,user148@example.com
C100149,10/24/2022,South,Platinum,user149@example.com
C100150,02/14/2021,Central,Silver,user150@example.com
C100151,09/15/2023,,Silver,user151@example.com
C100152,10/10/2022,East,Gold,user152@example.com
C100153,12/23/2022,South,Platinum,user153@example.com
C100154,05/11/2022,West,Bronze,user154@example.com
C100155,07/17/2021,,Silver,user155@example.com
C100156,04/11/2021,South,Bronze,user156@example.com
C100157,06/30/2021,West,Bronze,user157@example.com
C100158,06/19/2021,,Silver,user158@example.com
C100159,01/30/2021,West,Silver,user159@example.com
C100160,10/10/2021,East,Gold,user160@example.com
C100161,04/13/2023,North,Bronze,user161@example.com
C100162,02/04/2023,West,Gold,user162@example.com
C100163,07/10/2021,South,Gold,user163@example.com
C100164,12/28/2022,West,Bronze,user164@example.com
C100165,01/09/2023,South,Bronze,user165@example.com
C100166,01/13/2021,North,Gold,user166@example.com
C100167,10/09/2022,North,Gold,user167@example.com
C100168,05/04/2022,West,Silver,user168@example.com
C100169,07/20/2023,Central,Bronze,user169@example.com
C100170,03/20/2022,East,Gold,user170@example.com
C100171,04/17/2021,Central,Silver,user171@example.com
C100172,09/15/2022,East,Silver,user172@example.com
C100173,06/04/2023,North,Silver,user173@example.com
C100174,05/13/2022,East,Silver,user174@example.com
C100175,12/16/2021,North,Gold,user175@example.com
C100176,05/02/2022,Central,Silver,user176@example.com
C100177,08/23/2021,Central,Gold,user177@example.com
C100178,06/14/2022,North,Silver,user178@example.com
C100179,01/06/2021,East,Bronze,user179@example.com
C100180,04/28/2023,South,Bronze,user180@example.com
C100181,02/19/2021,East,Bronze,user181@example.com
C100182,03/15/2022,West,Bronze,user182@example.com
C100183,11/29/2021,North,Bronze,user183@example.com
C100184,09/10/2022,South,Gold,user184@example.com
C100185,09/16/2023,North,Silver,user185@example.com
C100186,07/02/2021,Central,Silver,user186@example.com
C100187,11/19/2022,Central,Silver,user187@example.com
C100188,02/26/2022,North,Silver,user188@example.com
C100189,08/28/2023,Central,Silver,user189@example.com
C100190,08/23/2022,North,Platinum,user190@example.com
C100191,10/24/2022,East,Gold,user191@example.com
C100192,09/18/2021,West,Bronze,user192@example.com
C100193,04/21/2022,South,Gold,user193@example.com
C100194,08/12/2022,East,Silver,user194@example.com
C100195,08/22/2021,Central,Platinum,user195@example.com
C100196,11/28/2021,West,Silver,user196@example.com
C100197,02/14/2023,East,Bronze,user197@example.com
C100198,06/08/2023,North,Bronze,user198@example.com
C100199,08/14/2021,South,Bronze,user199@example.com
C100200,04/15/2022,North,Gold,user200@example.com
C100201,03/27/2021,North,Silver,user201@example.com
C100202,11/02/2022,East,Bronze,user202@example.com
C100203,05/26/2023,West,Silver,user203@example.com
C100204,04/22/2022,South,Bronze,user204@example.com
C100205,04/05/2023,East,Bronze,user205@example.com
C100206,03/31/2023,North,Bronze,user206@example.com
C100207,09/05/2021,South,Bronze,user207@example.com
C100208,07/03/2021,Central,Bronze,user208@example.com
C100209,09/26/2022,South,Silver,user209@example.com
C100210,06/28/2023,West,Gold,user210@example.com
C100211,03/18/2021,North,Platinum,user211@example.com
C100212,05/28/2023,East,Gold,user212@example.com
C100213,07/22/2023,East,Bronze,user213@example.com
C100214,12/13/2022,West,Silver,user214@example.com
C100215,03/27/2021,South,Bronze,user215@example.com
C100216,11/30/2022,Central,Bronze,user216@example.com
C100217,03/21/2023,West,Silver,user217@example.com
C100218,08/19/2021,North,Gold,user218@example.com
C100219,07/01/2023,Central,Bronze,user219@example.com
C100220,03/23/2023,North,Bronze,user220@example.com
C100221,11/12/2021,Central,Bronze,user221@example.com
C100222,05/01/2023,West,Silver,user222@example.com
C100223,07/30/2022,Central,Platinum,user223@example.com
C100224,07/14/2023,West,Silver,user224@example.com
C100225,02/05/2022,North,Bronze,user225@example.com
C100226,06/21/2023,North,Bronze,user226@example.com
C100227,02/05/2021,East,Gold,user227@example.com
C100228,08/13/2022,West,Platinum,user228@example.com
C100229,10/16/2021,East,Bronze,user229@example.com
C100230,09/22/2022,East,Gold,user230@example.com
C100231,12/29/2022,Central,Gold,user231@example.com
C100232,09/19/2023,South,Silver,user232@example.com
C100233,06/11/2021,Central,Platinum,user233@example.com
C100234,02/15/2021,South,Silver,user234@example.com
C100235,07/26/2023,North,Bronze,user235@example.com
C100236,09/21/2022,East,Silver,user236@example.com
C100237,04/21/2022,North,Bronze,user237@example.com
C100238,02/03/2022,North,Silver,user238@example.com
C100239,02/15/2021,East,Silver,user239@example.com
C100240,05/24/2023,North,Bronze,user240@example.com
C100241,02/12/2021,Central,Bronze,user241@example.com
C100242,05/15/2023,West,Platinum,user242@example.com
C100243,10/18/2021,East,Gold,user243@example.com
C100244,04/06/2021,East,Bronze,user244@example.com
C100245,05/31/2023,Central,Gold,user245@example.com
C100246,07/03/2021,Central,Platinum,user246@example.com
C100247,08/19/2021,South,Bronze,user247@example.com
C100248,07/04/2023,West,Silver,user248@example.com
C100249,09/23/2021,North,Platinum,user249@example.com
C100250,08/28/2023,South,Bronze,user250@example.com
C100251,09/27/2021,South,Bronze,user251@example.com
C100252,12/08/2021,Central,Bronze,user252@example.com
C100253,07/29/2023,Central,Silver,user253@example.com
C100254,01/02/2021,Central,Platinum,user254@example.com
C100255,10/15/2021,West,Platinum,user255@example.com
C100256,06/30/2023,North,Bronze,user256@example.com
C100257,07/28/2021,,Platinum,user257@example.com
C100258,07/15/2022,West,Bronze,user258@example.com
C100259,10/28/2022,Central,Gold,user259@example.com
C100260,05/13/2022,South,Gold,user260@example.com
C100261,06/11/2021,South,Bronze,user261@example.com
C100262,09/09/2023,,Bronze,user262@example.com
C100263,09/07/2023,South,Bronze,user263@example.com
C100264,09/13/2021,East,Gold,user264@example.com
C100265,12/05/2021,East,Bronze,user265@example.com
C100266,07/31/2022,East,Silver,user266@example.com
C100267,04/07/2022,Central,Gold,user267@example.com
C100268,04/07/2023,West,Platinum,user268@example.com
C100269,09/24/2021,Central,Bronze,user269@example.com
C100270,03/13/2022,Central,Bronze,user270@example.com
C100271,05/22/2022,South,Silver,user271@example.com
C100272,06/24/2022,Central,Platinum,user272@example.com
C100273,06/06/2021,North,Platinum,user273@example.com
C100274,01/09/2021,South,Bronze,user274@example.com
C100275,01/30/2023,South,Silver,user275@example.com
C100276,04/27/2022,East,Silver,user276@example.com
C100277,09/05/2022,West,Bronze,user277@example.com
C100278,09/13/2023,South,Bronze,user278@example.com
C100279,03/05/2022,North,Bronze,user279@example.com
C100280,02/06/2023,South,Gold,user280@example.com
C100281,08/06/2023,East,Bronze,user281@example.com
C100282,04/03/2023,West,Platinum,user282@example.com
C100283,10/26/2021,North,Silver,user283@example.com
C100284,12/15/2021,North,Silver,user284@example.com
C100285,06/04/2022,West,Silver,user285@example.com
C100286,01/24/2023,South,Bronze,user286@example.com
C100287,05/24/2021,North,Bronze,user287@example.com
C100288,10/03/2022,South,Gold,user288@example.com
C100289,07/30/2021,North,Gold,user289@example.com
C100290,08/20/2021,North,Bronze,user290@example.com
C100291,11/20/2022,East,Gold,user291@example.com
C100292,03/25/2022,East,Bronze,user292@example.com
C100293,02/14/2021,,Silver,user293@example.com
C100294,06/06/2022,Central,Bronze,user294@example.com
C100295,03/26/2023,Central,Bronze,user295@example.com
C100296,03/17/2022,West,Silver,user296@example.com
C100297,09/22/2023,Central,Silver,user297@example.com
C100298,06/26/2021,East,Silver,user298@example.com
C100299,10/02/2022,North,Silver,user299@example.com
C100300,03/04/2022,West,Platinum,user300@example.com
C100301,06/02/2022,South,Bronze,user301@example.com
C100302,07/07/2023,North,Silver,user302@example.com
C100303,05/25/2021,South,Bronze,user303@example.com
C100304,01/12/2021,South,Bronze,user304@example.com
C100305,05/25/2023,South,Platinum,user305@example.com
C100306,06/10/2021,Central,Silver,user306@example.com
C100307,03/20/2023,North,Bronze,user307@example.com
C100308,07/03/2022,Central,Bronze,user308@example.com
C100309,03/11/2021,West,Platinum,user309@example.com
C100310,07/14/2023,West,Bronze,user310@example.com
C100311,12/30/2021,South,Gold,user311@example.com
C100312,08/29/2022,East,Silver,user312@example.com
C100313,02/19/2021,West,Bronze,user313@example.com
C100314,04/10/2023,South,Bronze,user314@example.com
C100315,01/02/2022,West,Platinum,user315@example.com
C100316,05/06/2022,North,Silver,user316@example.com
C100317,03/13/2022,East,Silver,user317@example.com
C100318,01/06/2023,West,Bronze,user318@example.com
C100319,10/10/2022,East,Platinum,user319@example.com
C100320,04/03/2021,West,Bronze,user320@example.com
C100321,05/11/2022,East,Bronze,user321@example.com
C100322,04/07/2023,North,Bronze,user322@example.com
C100323,11/22/2022,Central,Gold,user323@example.com
C100324,11/20/2022,West,Gold,user324@example.com
C100325,04/27/2023,Central,Platinum,user325@example.com
C100326,07/14/2022,North,Bronze,user326@example.com
C100327,10/01/2022,East,Bronze,user327@example.com
C100328,08/17/2023,North,Silver,user328@example.com
C100329,04/07/2022,East,Bronze,user329@example.com
C100330,07/31/2021,West,Gold,user330@example.com
C100331,04/16/2021,North,Gold,user331@example.com
C100332,03/19/2021,West,Gold,user332@example.com
C100333,06/21/2022,North,Silver,user333@example.com
C100334,03/09/2021,South,Bronze,user334@example.com
C100335,06/23/2023,West,Silver,user335@example.com
C100336,07/16/2022,East,Bronze,user336@example.com
C100337,05/06/2022,South,Bronze,user337@example.com
C100338,02/21/2022,North,Silver,user338@example.com
C100339,02/03/2021,East,Bronze,user339@example.com
C100340,11/28/2021,South,Bronze,user340@example.com
C100341,05/10/2023,West,Bronze,user341@example.com
C100342,03/10/2021,Central,Bronze,user342@example.com
C100343,08/19/2021,West,Bronze,user343@example.com
C100344,08/31/2022,East,Silver,user344@example.com
C100345,09/30/2022,North,Bronze,user345@example.com
C100346,02/03/2023,East,Silver,user346@example.com
C100347,07/28/2022,South,Silver,user347@example.com
C100348,05/13/2023,Central,Bronze,user348@example.com
C100349,03/20/2021,West,Bronze,user349@example.com
C100350,05/27/2023,North,Silver,user350@example.com
C100351,03/04/2022,South,Platinum,user351@example.com
C100352,08/12/2022,East,Bronze,user352@example.com
C100353,02/05/2022,South,Gold,user353@example.com
C100354,01/05/2022,North,Bronze,user354@example.com
C100355,09/27/2022,West,Bronze,user355@example.com
C100356,02/15/2022,South,Gold,user356@example.com
C100357,09/20/2023,Central,Bronze,user357@example.com
C100358,01/16/2022,East,Platinum,user358@example.com
C100359,05/16/2023,East,Bronze,user359@example.com
C100360,06/05/2022,West,Gold,user360@example.com
C100361,11/24/2022,East,Gold,user361@example.com
C100362,08/30/2022,West,Gold,user362@example.com
C100363,05/16/2023,East,Gold,user363@example.com
C100364,12/21/2022,South,Bronze,user364@example.com
C100365,02/11/2022,East,Silver,user365@example.com
C100366,07/04/2021,East,Gold,user366@example.com
C100367,07/01/2021,North,Bronze,user367@example.com
C100368,07/01/2022,Central,Gold,user368@example.com
C100369,02/20/2023,South,Silver,user369@example.com
C100370,09/18/2021,East,Bronze,user370@example.com
C100371,02/14/2021,Central,Bronze,user371@example.com
C100372,11/08/2021,South,Platinum,user372@example.com
C100373,10/04/2021,South,Bronze,user373@example.com
C100374,03/23/2023,North,Gold,user374@example.com
C100375,03/10/2022,West,Gold,user375@example.com
C100376,10/02/2021,South,Silver,user376@example.com
C100377,07/04/2021,Central,Gold,user377@example.com
C100378,10/24/2022,North,Gold,user378@example.com
C100379,08/05/2023,North,Bronze,user379@example.com
C100380,05/02/2021,South,Bronze,user380@example.com
C100381,02/11/2022,Central,Platinum,user381@example.com
C100382,01/19/2021,Central,Bronze,user382@example.com
C100383,08/24/2023,South,Bronze,user383@example.com
C100384,05/22/2023,East,Gold,user384@example.com
C100385,09/05/2021,Central,Platinum,user385@example.com
C100386,01/06/2021,North,Bronze,user386@example.com
C100387,10/08/2022,West,Silver,user387@example.com
C100388,04/19/2023,South,Gold,user388@example.com
C100389,04/25/2022,South,Bronze,user389@example.com
C100390,06/07/2021,North,Bronze,user390@example.com
C100391,02/05/2022,South,Bronze,user391@example.com
C100392,07/28/2023,East,Platinum,user392@example.com
C100393,09/04/2021,West,Gold,user393@example.com
C100394,08/01/2023,South,Platinum,user394@example.com
C100395,03/10/2021,East,Gold,user395@example.com
C100396,08/27/2021,North,Silver,user396@example.com
C100397,04/13/2021,North,Silver,user397@example.com
C100398,12/19/2022,East,Silver,user398@example.com
C100399,03/27/2022,Central,Silver,user399@example.com
C100400,06/28/2023,North,Gold,user400@example.com
C100401,04/03/2023,East,Silver,user401@example.com
C100402,03/30/2021,East,Bronze,user402@example.com
C100403,04/02/2021,North,Gold,user403@example.com
C100404,03/16/2022,South,Bronze,user404@example.com
C100405,01/17/2021,West,Silver,user405@example.com
C100406,05/10/2022,South,Silver,user406@example.com
C100407,01/16/2022,North,Bronze,user407@example.com
C100408,10/08/2022,North,Gold,user408@example.com
C100409,04/15/2021,South,Gold,user409@example.com
C100410,08/29/2022,South,Platinum,user410@example.com
C100411,03/15/2021,North,Bronze,user411@example.com
C100412,03/05/2022,East,Silver,user412@example.com
C100413,11/27/2022,Central,Bronze,user413@example.com
C100414,10/23/2021,West,Silver,user414@example.com
C100415,07/26/2021,East,Bronze,user415@example.com
C100416,08/25/2023,South,Gold,user416@example.com
C100417,07/10/2021,West,Platinum,user417@example.com
C100418,01/22/2022,Central,Gold,user418@example.com
C100419,07/04/2022,North,Gold,user419@example.com
C100420,12/09/2021,West,Silver,user420@example.com
C100421,08/30/2021,West,Gold,user421@example.com
C100422,03/26/2023,West,Bronze,user422@example.com
C100423,09/23/2021,West,Gold,user423@example.com
C100424,11/07/2022,West,Silver,user424@example.com
C100425,06/12/2022,Central,Bronze,user425@example.com
C100426,07/06/2023,South,Gold,user426@example.com
C100427,11/04/2022,East,Gold,user427@example.com
C100428,05/18/2023,West,Silver,user428@example.com
C100429,07/07/2023,South,Gold,user429@example.com
C100430,07/18/2021,Central,Gold,user430@example.com
C100431,04/14/2022,Central,Bronze,user431@example.com
C100432,06/16/2023,Central,Gold,user432@example.com
C100433,08/01/2021,,Gold,user433@example.com
C100434,06/30/2022,Central,Gold,user434@example.com
C100435,06/18/2022,North,Bronze,user435@example.com
C100436,04/15/2023,West,Silver,user436@example.com
C100437,09/25/2021,Central,Bronze,user437@example.com
C100438,10/31/2021,North,Bronze,user438@example.com
C100439,05/20/2021,East,Bronze,user439@example.com
C100440,02/06/2021,East,Bronze,user440@example.com
C100441,04/02/2022,North,Bronze,user441@example.com
C100442,01/20/2023,East,Silver,user442@example.com
C100443,11/15/2022,East,Bronze,user443@example.com
C100444,02/05/2023,North,Bronze,user444@example.com
C100445,12/13/2022,West,Platinum,user445@example.com
C100446,04/02/2023,East,Silver,user446@example.com
C100447,02/15/2023,South,Silver,user447@example.com
C100448,02/10/2022,Central,Bronze,user448@example.com
C100449,05/07/2021,East,Silver,user449@example.com
C100450,10/03/2021,South,Silver,user450@example.com
C100451,09/27/2023,South,Bronze,user451@example.com
C100452,05/05/2023,Central,Bronze,user452@example.com
C100453,10/29/2021,South,Bronze,user453@example.com
C100454,03/11/2022,South,Bronze,user454@example.com
C100455,08/16/2021,West,Bronze,user455@example.com
C100456,06/14/2023,West,Silver,user456@example.com
C100457,04/30/2023,North,Gold,user457@example.com
C100458,06/30/2022,East,Bronze,user458@example.com
C100459,02/16/2023,East,Gold,user459@example.com
C100460,06/04/2023,East,Silver,user460@example.com
C100461,12/21/2022,West,Bronze,user461@example.com
C100462,08/29/2023,Central,Gold,user462@example.com
C100463,02/26/2023,East,Platinum,user463@example.com
C100464,09/15/2023,Central,Bronze,user464@example.com
C100465,03/20/2022,South,Silver,user465@example.com
C100466,08/17/2022,North,Bronze,user466@example.com
C100467,09/14/2023,North,Gold,user467@example.com
C100468,04/14/2021,South,Bronze,user468@example.com
C100469,06/16/2023,East,Gold,user469@example.com
C100470,08/08/2022,South,Bronze,user470@example.com
C100471,06/29/2023,Central,Bronze,user471@example.com
C100472,06/02/2021,Central,Bronze,user472@example.com
C100473,09/26/2021,South,Bronze,user473@example.com
C100474,11/21/2022,East,Bronze,user474@example.com
C100475,08/15/2021,South,Bronze,user475@example.com
C100476,07/15/2021,East,Silver,user476@example.com
C100477,05/05/2021,East,Bronze,user477@example.com
C100478,09/01/2022,East,Gold,user478@example.com
C100479,01/01/2023,West,Silver,user479@example.com
C100480,12/04/2021,North,Gold,user480@example.com
C100481,12/17/2022,,Silver,user481@example.com
C100482,05/10/2021,East,Bronze,user482@example.com
C100483,03/17/2023,Central,Silver,user483@example.com
C100484,03/17/2023,North,Gold,user484@example.com
C100485,08/09/2023,West,Silver,user485@example.com
C100486,05/12/2022,North,Gold,user486@example.com
C100487,08/28/2023,North,Platinum,user487@example.com
C100488,05/10/2023,East,Bronze,user488@example.com
C100489,12/25/2022,North,Bronze,user489@example.com
C100490,07/10/2022,Central,Bronze,user490@example.com
C100491,06/28/2021,North,Silver,user491@example.com
C100492,05/03/2023,South,Silver,user492@example.com
C100493,07/14/2021,North,Gold,user493@example.com
C100494,04/22/2021,West,Gold,user494@example.com
C100495,05/17/2021,East,Bronze,user495@example.com
C100496,02/02/2023,Central,Platinum,user496@example.com
C100497,07/29/2022,Central,Gold,user497@example.com
C100498,03/26/2021,West,Bronze,user498@example.com
C100499,11/10/2021,West,Bronze,user499@example.com
C100500,01/19/2022,West,Bronze,user500@example.com
C100501,08/03/2023,South,Gold,user501@example.com
C100502,04/04/2022,West,Gold,user502@example.com
C100503,06/10/2021,South,Gold,user503@example.com
C100504,09/12/2021,West,Bronze,user504@example.com
C100505,06/10/2023,South,Silver,user505@example.com
C100506,01/20/2023,Central,Gold,user506@example.com
C100507,04/15/2023,Central,Bronze,user507@example.com
C100508,07/08/2023,North,Bronze,user508@example.com
C100509,06/12/2023,North,Bronze,user509@example.com
C100510,12/09/2022,East,Gold,user510@example.com
C100511,07/27/2023,East,Silver,user511@example.com
C100512,01/29/2021,West,Bronze,user512@example.com
C100513,11/25/2022,South,Silver,user513@example.com
C100514,03/21/2021,Central,Gold,user514@example.com
C100515,03/06/2022,South,Bronze,user515@example.com
C100516,09/07/2022,Central,Gold,user516@example.com
C100517,11/26/2021,East,Bronze,user517@example.com
C100518,05/24/2023,North,Platinum,user518@example.com
C100519,02/11/2021,East,Gold,user519@example.com
C100520,10/20/2021,South,Platinum,user520@example.com
C100521,03/01/2022,South,Platinum,user521@example.com
C100522,02/20/2023,North,Silver,user522@example.com
C100523,12/21/2021,South,Silver,user523@example.com
C100524,11/08/2022,West,Bronze,user524@example.com
C100525,05/05/2023,South,Gold,user525@example.com
C100526,12/11/2022,South,Bronze,user526@example.com
C100527,03/01/2021,East,Bronze,user527@example.com
C100528,12/02/2021,South,Bronze,user528@example.com
C100529,05/12/2021,,Silver,user529@example.com
C100530,06/15/2021,North,Platinum,user530@example.com
C100531,01/06/2022,West,Platinum,user531@example.com
C100532,03/28/2021,South,Bronze,user532@example.com
C100533,11/18/2022,East,Bronze,user533@example.com
C100534,01/15/2021,East,Silver,user534@example.com
C100535,09/24/2023,South,Silver,user535@example.com
C100536,10/22/2022,East,Bronze,user536@example.com
C100537,06/28/2021,North,Bronze,user537@example.com
C100538,12/31/2021,East,Bronze,user538@example.com
C100539,10/21/2021,East,Gold,user539@example.com
C100540,11/10/2021,West,Bronze,user540@example.com
C100541,05/10/2022,West,Bronze,user541@example.com
C100542,12/10/2021,Central,Gold,user542@example.com
C100543,08/05/2022,North,Bronze,user543@example.com
C100544,12/30/2022,,Silver,user544@example.com
C100545,09/25/2021,East,Platinum,user545@example.com
C100546,06/23/2022,North,Silver,user546@example.com
C100547,05/17/2022,,Silver,user547@example.com
C100548,10/18/2021,East,Silver,user548@example.com
C100549,08/16/2022,Central,Silver,user549@example.com
C100550,03/21/2023,East,Silver,user550@example.com
C100551,05/02/2023,West,Bronze,user551@example.com
C100552,03/14/2023,West,Bronze,user552@example.com
C100553,08/18/2023,East,Silver,user553@example.com
C100554,04/23/2023,South,Gold,user554@example.com
C100555,04/17/2023,South,Platinum,user555@example.com
C100556,07/15/2021,West,Gold,user556@example.com
C100557,06/01/2022,Central,Silver,user557@example.com
C100558,09/09/2022,Central,Platinum,user558@example.com
C100559,05/16/2021,North,Gold,user559@example.com
C100560,08/23/2021,South,Silver,user560@example.com
C100561,04/07/2023,South,Silver,user561@example.com
C100562,09/17/2022,East,Silver,user562@example.com
C100563,09/16/2021,,Silver,user563@example.com
C100564,03/19/2023,North,Platinum,user564@example.com
C100565,08/11/2023,South,Bronze,user565@example.com
